# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: StructuralAnalysis
# Creation date: 08/21/2023 15:22:42
# 
# 08/21/2023 15:22:42
# The parameters defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P1 - Body Sizing Element Size [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P1
DP 0,0.421795466830197,50
DP 1,0.41482249204803839,40
DP 2,0.40326913565384703,30
DP 3,0.42852191905018033,100
DP 4,0.41660332041938652,90
DP 5,0.41515496229358978,80
DP 6,0.42286027919283342,70
DP 7,0.42010807234607278,60
DP 8,0.41931612976542043,110
DP 9,0.42745454372631708,120
DP 10,0.42118840277862124,130
DP 11,0.43070467691689462,140
DP 12,0.41728080720512017,150
DP 14,0.41592713600539838,300
DP 15,0.36098920661830963,400
DP 16,0.36959707042820272,500
DP 0,0.41482249204803839,40
# 
# A non parametric change occurred and invalidated design point results.
# 08/22/2023 14:34:58
# 
# 
# 08/22/2023 14:44:47
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P1 - Body Sizing Element Size [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P1
DP 0,0.34203105429549191,40
DP 4,0.34186941120819442,90
DP 5,0.34182510598574861,80
DP 12,0.34142317401065725,150
DP 14,0.33983199606617154,300
DP 15,0.33618631327963366,400
DP 16,0.33453395162205452,500
DP 15,0.34217957101269014,30
# 
# A non parametric change occurred and invalidated design point results.
# 08/22/2023 15:21:00
# 
# 
# 09/19/2023 14:30:11
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P3 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P3,P4,P5
DP 0,242.31918882819895,150,277.86347366257837,1.8102415311010416
DP 2,242.31918882819895,200,277.86347366257837,1.8102415311010416
DP 3,242.31918882819895,1000,277.86347366257837,1.8102415311010416
# 
# A non parametric change occurred and invalidated design point results.
# 09/19/2023 14:47:39
# 
# 
# 09/19/2023 14:50:15
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P6 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P6,P4,P5
DP 1,242.31918882819895,500,277.86347366257837,1.8102415311010416
# 
# A non parametric change occurred and invalidated design point results.
# 09/23/2023 16:05:02
# 
# 
# 09/23/2023 16:43:20
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P6 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P6,P4,P5
DP 1,22.711955503911458,200,36.50699944986431,13.778179734841769
DP 2,22.711955503911458,500,36.50699944986431,13.778179734841769
DP 3,22.711955503911458,400,36.50699944986431,13.778179734841769
DP 5,22.711955503911458,300,36.50699944986431,13.778179734841769
# 
# A non parametric change occurred and invalidated design point results.
# 09/23/2023 16:50:43
# 
# 
# 09/23/2023 16:55:44
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P6 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum,P7 - Mesh Element Size [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P6,P4,P5,P7
DP 0,22.716751437224993,30,48.89251094447814,10.287874160752388,30
DP 1,22.706005438111163,40,42.997986721426805,11.698222134417852,40
DP 4,22.709180794677792,50,37.564210843512576,13.390405087848912,50
DP 3,22.717039745852865,70,33.804581369402314,14.879639966649091,70
DP 5,22.711953596578624,60,36.506992809805205,13.778182240880223,60
DP 6,22.721214126527677,80,30.376945943237761,15,80
DP 7,22.81591207305765,25,53.234850090559107,9.4486975946083138,25
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 14:15:11
# 
# 
# 10/03/2023 14:24:44
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P6 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum,P7 - Mesh Element Size [mm],P8 - Solid Mass [kg],P10 - InwardThickness [m],P9 - Diameter [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P6,P4,P5,P7,P8,P10,P9
DP 0,24.022067851734551,30,46.728726873935429,10.764256457424818,30,0,0.0005,0.15
DP 1,23.343351684726855,200,36.68757688444402,13.710363090599152,30,0,0.00075,0.15
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 14:27:06
# 
DP 0,24.022067851734551,30,46.728726873935429,10.764256457424818,30,3.2994184145245438,0.0005,0.15
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 14:31:23
# 
DP 0,120.11033925866941,30,233.64363068752951,2.1528513254131996,30,3.2994184145245438,0.0005,0.15
DP 1,116.71672027425906,200,183.43783902936269,2.7420732966631021,30,4.94085148863999,0.00075,0.15
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 14:41:01
# 
DP 1,604.07417800458666,200,1873.994272505154,0.26841063891171341,30,4.94085148863999,0.00075,0.15
DP 5,575.91385752323174,300,1782.845522811285,0.28213324910328913,30,5.2684760128112984,0.0008,0.15
DP 6,490.92317927171717,30,2099.3548678745665,0.23959741523320846,30,6.5767671406575321,0.001,0.15
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 14:46:56
# 
DP 0,573.5767750606658,30,2369.7192509550455,0.21226143130553576,30,6.5767671406575321,0.001,0.15
DP 1,202.37607769895382,200,1053.8989979276432,0.47727533756943014,30,8.7837359798043035,0.001,0.2
DP 5,108.77723768091312,300,416.21566681334536,1.2085080887298116,30,26.086371678715459,0.003,0.2
DP 6,97.88462531158261,30,458.188420415781,1.0978016413936322,30,34.605271397822285,0.004,0.2
DP 1,224.57307117996362,30,1271.8512465099907,0.39548650157025167,30,8.7837359798043035,0.001,0.2
DP 5,117.35804525439848,30,555.87677473769691,0.90487680518286073,30,26.086371678715459,0.003,0.2
DP 7,84.438846961139518,30,371.43977963972441,1.354189905259694,30,43.035892363363175,0.005,0.2
DP 7,68.385965227250679,30,335.09650672561662,1.5010601122495917,30,59.632298033747347,0.007,0.2
DP 8,89.329529551210044,30,366.21669210346761,1.3735037502274388,30,60.735782453320859,0.008,0.18
DP 9,75.353734586294308,30,320.555825496971,1.56914945850751,30,51.37823457533819,0.006,0.2
DP 1,84.438846962443534,30,371.43978066526711,1.354189901520785,30,43.035892363363175,0.005,0.2
DP 9,75.353734586294308,30,320.55582644506103,1.5691494538665243,30,51.37823457533819,0.006,0.2
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 15:23:33
# 
# 
# 10/03/2023 15:57:13
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P6 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum,P7 - Mesh Element Size [mm],P8 - Solid Mass [kg],P10 - InwardThickness [m],P9 - Diameter [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P6,P4,P5,P7,P8,P10,P9
DP 1,65.690799649410891,30,243.35762326538315,2.0669169646330539,30,59.632298033747347,0.007,0.2
DP 5,65.690799649410891,30,243.35762326538315,2.0669169646330539,30,59.632298033747347,0.007,0.2
DP 6,65.690799649410891,30,243.35762326538315,2.0669169646330539,30,59.632298033747347,0.007,0.2
DP 7,65.690799649410891,30,243.35762326538315,2.0669169646330539,30,59.632298033747347,0.007,0.2
DP 8,65.690799649410891,30,243.35762326538315,2.0669169646330539,30,59.632298033747347,0.007,0.2
DP 9,65.690799649410891,30,243.35762326538315,2.0669169646330539,30,59.632298033747347,0.007,0.2
DP 0,72.70022563383182,30,275.63981146052322,1.8248452476250479,30,51.37823457533819,0.006,0.2
DP 1,147.80421831240895,30,257.50834522450748,1.9533347533318257,30,44.183516159719574,0.007,0.15
DP 5,379.7835634079641,30,566.904428742146,0.88727477595485027,30,28.7347342856917,0.007,0.1
DP 6,94.055604246089715,30,321.38437790293818,1.5651040765643933,30,53.452785284136233,0.007,0.18
DP 7,81.7590568462268,30,319.3376134148761,1.5751354643792428,30,43.035892363363175,0.005,0.2
DP 8,94.782425081803169,30,408.37250281216183,1.231718581775727,30,34.605271397822285,0.004,0.2
# 
# A non parametric change occurred and invalidated design point results.
# 10/03/2023 16:09:04
# 
# 
# 10/03/2023 16:12:14
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P2 - Total Deformation Maximum [mm],P6 - Body Sizing Element Size [mm],P4 - Equivalent Stress Maximum [MPa],P5 - Safety Factor Minimum,P7 - Mesh Element Size [mm],P8 - Solid Mass [kg],P10 - InwardThickness [m],P9 - Diameter [m],P11 - Force 2 X Component [N],P12 - Force 2 Y Component [N]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P2,P6,P4,P5,P7,P8,P10,P9,P11,P12
DP 10,212.6839383376392,30,787.9678772918295,0.63835089538010492,30,59.632298033747347,0.007,0.2,461,21047
DP 11,167.44344797111438,30,627.02321268564992,0.80220315583782487,30,83.864815887579454,0.01,0.2,461,21047
DP 11,88.276671130919979,30,286.92569152818618,1.7530671349818383,30,225.11082159297655,0.03,0.2,461,21047
DP 11,62.902115518978256,30,204.45256942405362,2.4602283131826592,30,225.11082159297655,0.03,0.2,300,15000
DP 11,128.03079178851266,30,457.32649523956349,1.0998706727816221,30,75.875588689867868,0.009,0.2,300,15000
DP 0,185.43985908244875,30,703.09193751528471,0.71541141799690344,30,51.37823457533819,0.006,0.2,381,16580
DP 1,377.01147592685476,30,656.846409899426,0.76578023784436544,30,44.183516159719574,0.007,0.15,381,16580
DP 0,182.48213033542208,30,691.98584339145816,0.72689348315967151,30,51.37823457533819,0.006,0.2,337,16319
DP 1,371.00700159967573,30,646.554549898579,0.77796993320811436,30,44.183516159719574,0.007,0.15,337,16319
DP 5,953.32394886067732,30,1423.1062516191387,0.35345217507667609,30,28.7347342856917,0.007,0.1,337,16319
DP 6,236.08700630166874,30,806.73188870880767,0.62350330641455465,30,53.452785284136233,0.007,0.18,337,16319
DP 7,205.22175583137212,30,801.69483776070547,0.62742077946389163,30,43.035892363363175,0.005,0.2,337,16319
DP 8,237.91276348203348,30,1025.1065790483055,0.490680686555517,30,34.605271397822285,0.004,0.2,337,16319
DP 9,164.88770136530056,30,610.93870820246855,0.82332317996341953,30,59.632298033747347,0.007,0.2,337,16319
DP 10,164.88770136530056,30,610.93870820246855,0.82332317996341953,30,59.632298033747347,0.007,0.2,337,16319
DP 11,139.29737208925775,30,497.55073603053484,1.0109521774863395,30,75.875588689867868,0.009,0.2,337,16319
DP 10,116.46819766011933,30,387.82364063604314,1.2969812752390855,30,67.356688970761368,0.007,0.225,337,16319
DP 9,97.215413079985169,30,373.01768103512916,1.348461549072334,30,85.8069484660287,0.009,0.225,337,16319
DP 5,89.985273365907986,30,344.19593480387692,1.4613769342935725,30,94.899660083313663,0.01,0.225,337,16319
DP 1,100.29625186751481,30,321.78550694869705,1.5631530604645731,30,87.793220421260926,0.009,0.23,337,16319
DP 7,104.59247372580241,30,335.9521747566892,1.4972369217859474,30,83.103411638073865,0.0085,0.23,337,16319
DP 8,99.141313284006415,30,364.72050768283611,1.3791382425838603,30,81.9778575301089,0.0085,0.227,337,16319
DP 12,102.3905360686406,30,328.68065515093883,1.53036082932538,30,85.451074740716379,0.00875,0.23,337,16319
DP 11,100.60564204227397,30,358.07436369101686,1.404736141440273,30,78.038418152231813,0.008,0.229,337,16319
DP 13,103.69824111271245,30,332.99588015283047,1.5105291986469773,30,84.043138969782675,0.0086,0.23,337,16319
DP 13,103.69824111274811,30,332.99588015283047,1.5105291986469773,30,84.043138969782675,0.0086,0.23,337,16319
# 
# A non parametric change occurred and invalidated design point results.
# 10/05/2023 17:31:02
# 
DP 15,104.59247371953495,30,335.9521747566892,1.4972369217859474,30,83.103411638073865,0.0085,0.23,337,16319
DP 14,104.14311008831952,30,334.46341872522169,1.5039013890282555,30,83.573385652370263,0.00855,0.23,337,16319
DP 13,104.36721964707789,30,335.20986253086426,1.5005525082177036,30,83.338426232332623,0.008525,0.23,337,16319
DP 7,104.41213303601143,30,335.3688292236161,1.4998412379720931,30,83.291427727418522,0.00852,0.23,337,16319
DP 17,105.29295505506363,30,333.21693392712473,1.5095271241827324,30,83.366641225456675,0.00852,0.2302,337,16319
DP 1,100.29625186750958,30,321.78550694869705,1.5631530604645731,30,87.793220421260926,0.009,0.23,337,16319
DP 5,89.985273365939889,30,344.19593480387692,1.4613769342935725,30,94.899660083313663,0.01,0.225,337,16319
DP 6,236.08700636040575,30,806.73188870880767,0.62350330641455465,30,53.452785284136233,0.007,0.18,337,16319
DP 8,99.141313284012227,30,364.72050768283611,1.3791382425838603,30,81.9778575301089,0.0085,0.227,337,16319
DP 9,97.215413079985169,30,373.01768103512916,1.348461549072334,30,85.8069484660287,0.009,0.225,337,16319
DP 10,116.46819766692226,30,387.82364817188278,1.2969812500373135,30,67.356688970761368,0.007,0.225,337,16319
DP 11,100.60564204227397,30,358.07436369101686,1.404736141440273,30,78.038418152231813,0.008,0.229,337,16319
DP 12,102.3905360686766,30,328.68065515093883,1.53036082932538,30,85.451074740716379,0.00875,0.23,337,16319
